"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","6.77",
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.36",
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","6,115,628,712",
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","Memory Throughput","%","20.32",
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","DRAM Throughput","%","20.32",
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","Duration","s","4.48",
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","10.32",
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","L2 Cache Throughput","%","8.81",
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","SM Active Cycles","cycle","5,780,231,966.94",
"0","1381052","headless","127.0.0.1","simulate_kernel(float *, float *)","1","7","(32, 1, 1)","(2048, 1, 1)","0","7.5","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","1.90",
